10/31/2022,10:17:32,10972,0,HAL89,United States,43.4961,-80.2357
10/31/2022,10:31:23,4114,-7.48,WJA324,Canada,43.5172,-80.1636
10/31/2022,12:56:06,1417,11.05,WJA8976,Canada,43.5151,-80.29
10/31/2022,12:56:06,12184,0,BAW26E,United Kingdom,43.5787,-80.2148
